published,content,engagement,len
19/07/20 12:00,"📣ขอย้ำกันอีกครั้งกับคลินิกแก้หนี้ที่ปรับเงื่อนไขใหม่ครับ
.
🎯 ปรับเกณฑ์คุณสมบัติผู้สมัครเข้าโครงการ
🎯 ปรับเกณฑ์ห้ามก่อหนี้ใหม่ให้ยืดหยุ่นมากขึ้น
🎯 ลูกหนี้ที่เป็น NPL สามารถสมัครเข้าโครงการ หรือขอปรับปรุงโครงสร้างหนี้ได้ด้วยเงื่อนไขเดียวกันกับคลินิกแก้หนี้
.
ผู้ที่สนใจสามารถติดตามการเปิดรับสมัครและข่าวสารของโครงการ ทุกวันจันทร์-ศุกร์ เวลา 8.30-17.00 น. ได้หลายช่องทางที่
.
Website: www.คลินิกแก้หนี้.com
LINE: @debtclinicbysam (มี@ด้วยนะครับ)
Facebook: คลินิกแก้หนี้
Call Center ☎️ 0 2610 2266
.
และสามารถอ่านรายละเอียดได้ที่นี่ครับ https://bit.ly/3ewRrqI

#แบงก์ชาติ #คลินิกแก้หนี้ #ปรับเงื่อนไข #NPL",425.0,601
21/07/20 09:45,"บางช่วงบางตอนที่น่าสนใจ ของช่วงสนทนากับผู้ว่าการแบงก์ชาติ ในงานสัมมนาวิชาการธนาคารแห่งประเทศไทย สำนักงานภาค ประจำปี 2563 เมื่อวานนี้ครับ
.
🔁 รับชม LIVE ย้อนหลังได้ที่นี่  https://bit.ly/3jlEsMe

#แบงก์ชาติ #BOTSymposium #สัมมนาวิชาการ #สำนักงานภาค",424.0,247
19/07/20 21:00,"ขอส่งท้ายสุดสัปดาห์นี้ด้วยอีกหนึ่งมุมมองของผู้ออกแบบอิสรภาพให้กับชีวิต...คุณโจน จันได ครับ
.
""เราจะทุกข์ทำไม เราสามารถมีชีวิตง่าย ๆ ได้โดยการออกแบบชีวิตใหม่ ทำสิ่งที่ชอบ และสำคัญที่สุดคืออย่าให้อารมณ์นำชีวิต อารมณ์คือสิ่งที่ชอบหรือไม่ชอบ ทุกครั้งที่จะซื้อของให้ถามตัวเองว่าเพราะชอบหรือจำเป็น ถ้าซื้อเพราะชอบก็วางแล้วเดินหนี มันไม่ใช่ความสุขที่ยั่งยืน แต่เมื่อไรก็ตามที่จำเป็นเราก็ซื้อได้ นั่นคือสติ สติคือเหตุและผล ถ้าเราให้สตินำชีวิต ไม่ว่าจะทำอะไรอยู่ที่ไหน จะง่าย เบา และสงบราบรื่นเสมอ""
.
หลายคนอาจแย้งว่าไม่ใช่ทุกคนจะออกจากระบบไปใช้ชีวิตได้อย่างคุณโจน จันได ซึ่งตัวเขาเองก็เห็นด้วยและมองว่า แค่ทุกคนทำสิ่งที่ตัวเองชอบก็จะไม่รู้สึกว่ากำลังทำงาน แต่เมื่อไรก็ตามที่ทำสิ่งที่ไม่ชอบเพียงเพื่อให้ได้เงินมาจะกลายเป็นงานที่ทำให้รู้สึกหนัก เครียด และเป็นทุกข์...
.
ติดตามอ่านได้ที่ BOT พระสยาม Magazine ฉบับนี้ครับ https://bit.ly/2WC2E30

#แบงก์ชาติ #BOTMagazine #พระสยาม #โจนจันได #ออกแบบอิสรภาพชีวิต",373.0,896
21/07/20 13:03,"🔎เก็บตกจากช่วงเสวนา “ชวนคุยชวนคิด ปรับวิถีธุรกิจท้องถิ่นในโลกใหม่อย่างยั่งยืน” ในงานสัมมนาวิชาการธนาคารแห่งประเทศไทย สำนักงานภาค ครับ
.
“ธุรกิจต้องปรับตัว การปรับตัวไม่ใช่ทางเลือกแต่เป็นทางรอด...ต้องมอง COVID เป็น Longterm Complicated Relationship ในเมื่อโควิดจะอยู่กับเราไปอีกอย่างน้อย 2 ปี 
.
การเตรียมตัวเพื่ออยู่กับโควิดมี 2 หลักการ คือ 1. Lean ทำตัวเองให้เบาที่สุด ลดขนาดธุรกิจลง ลดต้นทุนเท่าที่เป็นไปได้ พร้อมที่จะดำน้ำไปอีก 3 เดือน และ 2. ต้องมี Speed & Flexibility ความเร็วและความยืดหยุ่นในการปรับตัว ตอบสนองต่อการเปลี่ยนแปลง หากมี 2 อย่างนี้จะช่วยเพิ่มโอกาสให้เราในอนาคต”
.
คุณยอด ชินสุภัคกุล
CEO และผู้ร่วมก่อตั้ง Wongnai

#แบงก์ชาติ #BOTSymposium #สัมมนาวิชาการ2563 #สำนักงานภาค",316.0,689
21/07/20 14:00,"อีกหนึ่งข้อคิดจากคุณมารุต ชุ่มขุนทด CEO และผู้ร่วมก่อตั้ง Class Cafe ผู้สร้างนิยามใหม่ให้กับธุรกิจท้องถิ่น ในช่วงเสวนางานสัมมนาวิชาการธนาคารแห่งประเทศไทย สำนักงานภาค เมื่อวานนี้ครับ
.
“เราต้องคิดแบบ Start Up เป็นปลาเล็ก ต้องปรับตัวให้เร็ว ต้องใช้ Digital เข้ามาครอบการผลิตทั้งหมด
.
...การที่เราไม่ได้ตั้งรับ แต่เราบุกเข้าไปในพื้นที่ใหม่เลย คือ พื้นที่บน Digital  ทำให้เกิด Engagement ใหม่ และก็เป็นการเข้าหาลูกค้าได้.... ลูกค้าอยู่ที่ไหน คนขายได้คือใคร แล้วเราต้องไปเป็นคนนั้นให้ได้ และมองทุกอย่างให้บวกให้หมด แล้ววิ่งเข้าหาสิ่งแวดล้อมที่เป็นพลังบวกให้เรา”
.
🔁 รับชม LIVE ย้อนหลังได้ที่นี่ https://bit.ly/3jlEsMe

#แบงก์ชาติ #BOTSymposium #สัมมนาวิชาการ2563 #สำนักงานภาค",193.0,670
20/07/20 15:54,"แบงก์​ชาติ​กลับ​มา​เปิด​ให้​บริการ​เคาน์เตอร์​พันธบัตร​ตาม​ปกติ​ทุก​วัน​ทำ​การ
  เวลา 08.30 - 16.30 น. ตั้งแต่​วัน​นี้​เป็นต้น​ไป​ครับ . สอบ​ถาม​ข้อมูล​เพิ่มเติม
  ☎️ โทร. 0 2283 5900 #แบงก์ชาติ #เคาเตอร์พันธบัตร #ธุรกรรมตราสารหนี้
  #เปิดบริการตามปกติ",157.0,252
20/07/20 08:45,"ถ่ายทอด​สด​งาน​สัมมนา​วิชาการ​ธนาคาร​แห่ง​ประเทศ​ไทย
  สำนัก​งาน​ภาค ประจำ​ปี 2563 ณ ศูนย์​การ​เรียน​รู้ ธ​ป​ท.
  ""ชวน​คุย​ชวน​คิด
  ปรับ​วิถี​ธุรกิจ​ท้องถิ่น​ใน​โลก​ใหม่​อย่าง​ยั่งยืน"" วัน​จันทร์​ที่ 20
  กรกฎาคม 2563 เวลา 9.00-12.00 น.",102.0,237
22/07/20 21:32,ขอบคุณ​ครับ,0.0,11
22/07/20 17:49,แชร์​ไป​เลย​นะ​ช่วย​กันภัย​สังคม​จะ​ได้​ไม่​เกิด,0.0,48
22/07/20 15:46,ยืนยันอีกเสียงค่ะ ไม่ได้แค่โทรตามอย่างเดียว เสนออะไรไปกับแบงก์ก็ไม่รับ บอกไม่ได้อย่างเดียวเป็นนโยบาย ทั้งที่แจ้งแบงก์ว่าสามารถผ่อนได้ 5 เดือนแล้วขอปิดบัญชี แบงก์็ไม่ตกลง ยืนยันให้ปิดงวดเดียวซะด้วย ในวงเงินเป็นแสน ถามว่าตอนนี้ใครมีถึง แค่ใช้ไปให้รอดแต่ละวัน ยังยากเลย ของก็แพง อาหารจานนึงราคาก็ครึ่งร้อยไปแล้ว,0.0,308
22/07/20 13:58,"ธนาคาร​แห่ง​ประเทศ​ไทย​ควร​สนใจ​การ​สร้าง​พิมพ์​เงินตรา​ออก​มา​ใช้​ใน​การ​หล่อเลี้ยง​ประเทศ
  ไม่​ควร​มา​ยุ่ง​เกี่ยว​กับ​การ​ดำรง​ชีวิต​ส่วน​บุคคล",0.0,146
22/07/20 11:32,"ขอ​พวก​มิจฉาชีพ หากิน​แบบ​หลอกลวง
  ขอ​ให้​แพ้ภัยตัว​เอง และ​มีอันเป็น​ไป​ใน 3 วัน 7 วัน สาธุ สาธุ 🙏🏻",0.0,101
22/07/20 09:18,"กรณี​ที่​ธนาคาร​ขาย​หนี้​ไป​แล้ว
  แต่​ไป​ปรับปรุง​กับ​บริษัท​บริหาร​สินทรัพย์​แบบ​นี้​เข้า​ได้​ไหม​คะ
  ตกงาน​แล้ว​ผ่อน​ไม่​ไหว",0.0,128
22/07/20 08:10,ขอบคุณ​มาก​ครับ,0.0,15
22/07/20 06:54,"Attapong Datpong ไม่​ทำ​ตาม​พรบ.ทวงถาม
  เหมือน​ฟ้องกลับ​ได้​เลย​พี่ ลอง​ไป​อ่าน​ถาม​ตาม​เพ​จท​นาย​ดู​นะ​คะ",0.0,107
22/07/20 06:51,เคยขึ้นศาลแล้ว หลังจากนั้นใช้หนี้ตรงตลอดแต่เพราะโควิดทำให้ตกงาน อยากจ่ายแต่ไม่มี ธ.ออกนโยบายพักชำระหนี้คนพิพากษาพิจารณาให้เป็นรายกรณี ก็เลยไปคุย พักให้นะ แต่หนี้จากผ่อน 20 ปีเหลือ 8 ปี เอาจริง ๆ ช่วยตรงไหน หนักกว่าเดิม ...ธ.สีชมพู,0.0,230
22/07/20 02:04,Saharat Huangthai,0.0,17
21/07/20 22:17,สามัคคี​กัน​คะ,0.0,14
21/07/20 21:24,คนใช้​ธนบัตร น้อย​ลง​เรื่อยๆ,0.0,28
21/07/20 18:08,"Sewdee Karpa 55555 ? 22/7/2563
  $$$ 2168 or 1615",0.0,49
21/07/20 18:07,"รีบ​ทำ ดิจิตอ​ลบาท
  ก็​จบ​แล้ว​เรื่อง​นี้",0.0,42
21/07/20 17:26,"ผู้​นำ หรือ
  ทีม​ที่​ปรึกษา​ต้อง​มา​รับ​รู้​หรือ นำ​ไป​พิจารณา
  ว่า​จะ​ดำเนิน​การ​อย่างไร​ต่อ​ไป",0.0,98
21/07/20 17:14,"วงกลม​กับ​แถบ​เลื่อน​ช่วย​ได้​มาก
  เพราะ​ไม่​ต้อง​ยก​แบ​ง​ค์ส่อง​ต่อหน้า​ลูกค้า",0.0,80
21/07/20 17:14,ขอ​อนุญาต​แชร์,0.0,14
21/07/20 16:45,ขอ​อนุญาต​แชร์,0.0,14
21/07/20 16:41,ขอ​อนุญาต​แชร์,0.0,14
21/07/20 16:36,ขอ​อนุญาต​แชร์,0.0,14
21/07/20 16:23,"คือ​ทำ​ไงให้แรง​งาน​ที่​มี​อยุ่
  ให้​มี​ทักษะ​ตรง​กับ​ที่​ตลาด​แรงงาน​ต้องการ​นั่นเอง",0.0,86
21/07/20 15:45,"ซื้อ​ลา​ซาด้า หรือ จัดตั้ง​ใหม่
  เน้น​สินค้า​ไทย​ตลาด​ส่ง​ออก เหมือน Alibaba
  น่า​จะ​เป็น​คำ​ตอบ​ที่​ตรง​จุด​หน่อย",0.0,116
21/07/20 14:29,"ใคร​ที่​ยัง​ชิ​ว​ๆ
  ชะล่า​ใจ​จำ​คำ​ผม​ไว้​จะ​หนัก​กว่า​วัน​นี้​มาก",0.0,67
21/07/20 14:28,"อย่า​หวัง​พึ่ง​พา​รัฐ​นะ​ครับ
  รัฐ​จน​ตรอก​แล้ว สติ​เท่านั้น​ตอน​นี้ ตัด​ปัญหา​ออก​ให้​หมด
  รักษา​ชีวิต​ให้​ได้",0.0,113
21/07/20 14:10,"แง่​คิด​ดีๆ​ครับ ถ้า​อยู่​รอด
  ได้ ก่อน",0.0,40
21/07/20 13:10,ดีมีประโยชน์ ครับ แง่คิดคือ วิกฤติอยู่ 2 ปี ทนดำน้ำ ไป 3 เดือน  หลังจากนั้น ...ดำต่อไป เรื่อยๆรวม  อีก 21 เดือน ก็จะรอด กลับมา   รอด รุ่งเรือง ร่ำรวย รุ่งโรจน์ ได้อีก,0.0,166
21/07/20 12:22,"สงสัยข้อ 2. ครับ ผมติดแบล็คลิสต์ เคยถามน้อวฝ่ายขายรถยนต์ เขาบอกว่า ต่อให้เราปิดหนี้แล้ว ระบบเครดิตบูโรยังโชว์อีก 3 ปี
ีถึงจะดีลีตออก  แถมแบงค์เขาลงขันกันทำระบบลูกค้าลงถัง คือ แยกมาจากเครดิตบูโรอีก เข้าถึงสินเชื่อยาก",0.0,215
21/07/20 12:17,"เห็น​ด้วย​ที่​ต้อง​เปลี่ยน​ใหม่
  เปลี่ยน​นายก​กับ​รัฐบาล​นี้​ก่อน​เลย",0.0,70
21/07/20 11:54,ร้องทุกข์ ผม ครูกู้เงิน ธ.ออมสิน โครงการ ชพค.จำนวน 1.2 ล้านบาท โดยมีเพื่อนครูู 2 คนค้ำประกัน และซื้อประกันชีวิต อีก 1 กรมธรรม์ คุ้มครอง 9 ปี ชำระเบี้ยงวดเดียว 8-9 หมื่นบาท บัดนี้ กรมธรรม์ ครบกำหนด ธ.ออมสินเล่นสกปรก โดยเพิ่ม+บวกหนี้เงินต้นขึ้นอีก 8-9 บาท อ้างว่าค่าซื้อประกันชีวิตใหม่คุ้มครองรายปี ผมทุกข์ใจมาก ไม่อยากมีหนี้เพิ่มอีกปีละ 8-9 พันบาท ช่วยเคลียร์ด้วยจ้า,0.0,365
21/07/20 11:47,เป็น​นายก​ฯ ได้​ไหม​นะ,0.0,22
21/07/20 11:43,"ถูก​ปฎิเส​ธ​การ​ปรับปรุง​โครงสร้าง​หน​ร้เรื่อง​บ้าน​จาก
  ธนาคาร สี​ส้ม จะ​ต้อง​ทำไงคะ",0.0,86
21/07/20 11:12,สาธุ​ๆ​ๆ​ครับ,0.0,13
21/07/20 11:00,"เรื่อง​เร่ง​ด่วน จำเป็น​ที่สุด
  ทำ​ง่าย​ที่สุด ปฎิรูป แบ​งก​ชาติ. บทบาท​หน้าที่. ใน​การ​เปลี่ยน​โครงสร้าง
  ระบบ​การเงิน ไทย​ที่​มี​ผล​สำคัญ​ต่อ ระบบ​เศรษฐกิญไทย",0.0,162
21/07/20 09:38,"App Nimcome ขอบคุณ​สำหรับ​ข้อมูล​ครับ
  จะ​ดำเนิน​การ​แก้ไข​ให้​เข้า​ได้​ทั่วไป​และ​แจ้ง​นะ​ครับ",0.0,96
21/07/20 09:31,"App Nimcome ขอบคุณ​สำหรับ​ข้อมูล​ครับ
  จะ​ดำเนิน​การ​แก้ไข​ให้​เข้า​ได้​ทั่วไป​และ​แจ้ง​นะ​ครับ",0.0,96
21/07/20 09:26,เรา​ก็​สงสัย​เหมือน​กัน​ค่ะ 555,0.0,31
21/07/20 09:10,"Earthie PS Q:ทำไมแบงก์ชาติถึงใช้ชื่อโครงการนี้ว่า “อินทนนท์”

          เพราะว่าในหลายประเทศที่เขาทำโครงการ Central Bank Digital Currency (CBDC) เขาเอาชื่ออุทยานแห่งชาติมาเป็นชื่อโครงการ เช่น ประเทศสิงคโปร์ใช้ชื่อว่า “Ubin” ซึ่งเป็นชื่ออุทยาน ประเทศแคนาดาใช้ว่า “Jasper” ส่วนฮ่องกงใช้ “Lion Rock” เป็นชื่อเกาะของที่นั่น แล้วของไทยจะใช้ชื่ออะไรดี

          ก็มาคิดว่าถ้าเช่นนั้นใช้ชื่อเกาะเหมือนเขาไหม แล้วบังเอิญมีน้องคนหนึ่งเสนอมาว่าถ้าจะใช้ชื่อโครงการให้เข้ากับธีมของแบงก์ชาติที่ “มองไกล” มองไปข้างหน้า ตื่นตัวกับเทคโนโลยี มันควรเป็นภูเขาสูงเราก็เลยนึกถึง “ดอยอินทนนท์” เพราะทุกคนรู้จักมันเป็นชื่อที่เราคุ้นมาตั้งแต่สมัยเรียนหนังสือตอนเด็กๆ ว่าเป็นภูเขาที่สูงที่สุดในประเทศ นี่จึงเป็นที่มาของคำว่า “โครงการอินทนนท์”

http://www.efinancethai.com/spinterview/SpInterviewMain.aspx?name=i_BOT",0.0,791
21/07/20 08:34,"จะ​อ่าน​บท​สรุป​ได้ที่​ไหน​ครับ
  link ที่​แนบ​มา​ต้อง มี username/password",0.0,75
21/07/20 08:28,สุด​ยอด​ค่ะ​อาจารย์​ที่​จะ​ต้อง​ปรับ​เปลี่ยน​อาชีพ​บริการ​ให้​เป็น​ผู้​ประกอบ​การ​ฯ​ที่​ท้องถิ่น,0.0,96
21/07/20 05:48,Wanlaya Noi N'Djai,0.0,18
21/07/20 03:03,"ควร​มี​ฐาน​ข้อมูล​สำหรับ​ตรวจ​สอบ​เจ้าหน้าที่​ใน​สังกัด​แบ​ง​ค์ชาติ​นะ​ครับ
  เช่น ID 13 หลัก ใคร​แอบอ้าง​เอา 13 กลัก​มาตร​ว​จ​สอบ คล้าย​ๆ​ตรวจ​สอบ​เลข​ที่
  อย. เพื่อให้​สามารถ​ตรวจ​สอบ​ได้​ง่าย",0.0,195
20/07/20 22:51,ขอบคุณมากค่ะ...ออกแบบอิสรภาพให้กับชีวิต  โดยการสร้างสมดุลระหว่างชีวิตกับเศรษฐกิจ  เพื่ออิสรภาพทางการเงินและความสุขที่ยั่งยืนค่ะ......,0.0,133
20/07/20 22:24,"Spanish Flu ระบาด February 1918
  to April 1920 ตาย ประมาณ 17-50 ล้าน",0.0,69
20/07/20 22:16,คล้องจอง​มาก​ครับ,0.0,17
20/07/20 21:25,"มี​เข้า​มา​จริงๆ​ครับ
  ระวัง​กัน​ไว้​ด้วย​ครับ",0.0,47
20/07/20 21:09,"หวัด​เส​ปน 6 เดือน​จบ
  ตาย​มาก​หน่อย วัคซีน​โรค​หวัด​ไม่​มี ถึง​มี​ก็​ไม่​นาน แค่​นี้​เอง ปล
  หวัด​ใหญ่​เพิ่ง​มี​วัคซีน​ไม่​นาน​มา​นี้​เอง ไม่​ครบ​ทุก​สาย​พัน​ธ
  ฉีด​แล้ว​อาจ​เป็นได้",0.0,185
20/07/20 20:43,"พึ่ง​จะ​คิด​ได้​หรอ
  คน​เค้า​อยาก​จะ​แก้​หนี้​ไม่​ให้​เป็น NPL ก็​ดัน​จะ​พยายาม​ให้​เป็น NPL
  ก่อน​ถึง​จะ​เข้า​โครงการ​ได้ ลูกหนี้​ก็​แห่ หยุด​ชำระ​เพื่อ​เป็น NPL
  มาก​ขึ้น​ใน​ที่สุด",0.0,185
20/07/20 20:42,ขอบคุณ​ครับ,0.0,11
20/07/20 19:53,"ท่าน​ผู้​ว่า​ฯ
  ให้​ข้อคิด​ที่​น่า​สนใจ​มาก",0.0,44
20/07/20 18:41,"ทฤษฎี​ทั้งนั้น เลย
  วิชาการ​ที่​ยั่งยืน",0.0,40
20/07/20 17:55,"ชื่อ​ดี
  ติด​ดอย​กัน​ถ้วน​ทั่ว​ทุก​คน​นะ",0.0,41
20/07/20 17:44,"T.k. Panicharoen ถ้า​เป็น​สถาน​ที่​ท่องเที่ยว​มัน​ก็​โอเค
  แต่​นี่​มัน​การเงิน การ​ลงทุนอ่ะ จะ​เอาชื่อ​ดอย​มา​ใช้​เพื่อ?",0.0,121
20/07/20 17:40,"เรา​ยัง​ไม่​เคย​เข้าหา​แหล่ง​ทุน​จาก​สถาบัน​การเงิน​และ​ธนาคาร​ภาย​ใต้​กำกับ​ของ​รัฐ
  ปฎิเส​ธ​การ​ให้​ความ​ช่วยเหลือ​ทุก​ธนาคาร คำ​ตอบ​คือ​ยัง​ไม่​เข้าเกณฑ์",0.0,157
20/07/20 16:37,ซึ่ง​เงื่อนไข​ต่าง​กับ​ที่​จะ​ยื่น​ทาง​คลี​นิ​ค​แก้​หนี้​ดอกเบี้ย​ต่าง​กับมากเ,0.0,78
20/07/20 16:36,"ธนาคาร​แห่ง​ประเทศ​ไทย - Bank of
  Thailand ผม​ติดต่อ​แบ​ง​ค์ที่​เป็น​หนี้​ละ​ครับ TMB แต่
  ปรับปรุง​โครงสร้าง​ยัง​ดอก​ตั้ง​13%
  ซึ่ง​หนัก​กว่า​โครงการ​คลี​นิ​ค​แก้​หนี้​อีก​ครับ",0.0,180
20/07/20 16:32,"ใช่​ครับ
  สามารถ​ยื่น​ขอ​ปรับปรุง​หนี้​ได้โดย​ตรง​กับ​แบงก์​ที่​เป็น​หนี้​ครับ",0.0,79
20/07/20 16:23,"ข้อ​3.
  หมาย​ถึง​ยื่น​ความ​จำนง​กับ​แบ​ง​ค์ที่​เรา​เป็น​หนี้​อยู่​ใช่​ไหม​ครับ
  แล้ว​จะ​ได้​เงื่อนไข​เดียว​กับ​ที่​ยื่น​ทาง​คลี​นิ​ค​แก้​หนี้
  หรือ​ว่า​อย่างไร​ครับ",0.0,167
20/07/20 15:26,ช่วย​แชร์​คะ,0.0,12
20/07/20 14:50,มี​ยัง​งี้ด้วย​รัฐบาล​ทหาร​ช่าง​กล้า,0.0,36
20/07/20 13:28,"👍👍 ขอบคุณ​มาก​ค่ะ
  💞💞",0.0,22
20/07/20 13:09,"ผมให้มาตราก็ได้ว่าเป็นหน้าที่ของแบงค์ชาติตามมาตราไหน... ตั้งใจเก็บข้อมูลนะ
มาตรา​5,6,7,8(10)และมาตรา8(11) ตาม​พรบ.ธนาคารแห่งประเทศไทย​ 2485",0.0,139
20/07/20 13:04,"แบงค์ชาติต้องออกมาแสดงความรับผิดชอบต่อนโยบายนะครับ

จะอ้างว่าไม่มีอำนาจสั่งการ​ ไม่มีกฎหมายบังคับใช้​ เป็นการขอความร่วมมือมิได้

จะให้เหตุผลโดยปราศจากความผิดต่อสังคมไม่ได้ว่า ""เป็นระหว่างเจ้าหนี้กับลูกหนี้​ แบงค์ไม่มีอำนาจบังคับสั่งการหรือก้าวล่วงกิจการภายในได้""

การกำกับติดตามผลการดำเนินงานตามนโนบายไม่ถือว่าเป็นการก้าวล่วงและนโยบายที่ออกโดยแบงค์ชาติผ่านกระบวนการผู้มีส่วนได่เสียแล้ว... ทำให้มีผลผูกพันตามสัญญาตาม​ ป.อาญา

ผมเกรงว่าสักวันหนึ่งหาก​ ปชช.ทนไม่ไหวถึงการขาดความรับผิดชอบต่อสังคมและศีลธรรมอันดีงานของประชาชนตามรัฐธรรมนูญ​ 60

ถึงตอนนั้น​
#กว่าถั่วจะสุกงาก็ไหม้
#แค่กระทบสิทธิก็ผิดแล้ว",0.0,597
20/07/20 12:51,"Pam Lerksansuwan เอาใจช่วย​เหมือน​กัน​ค่ะ
  ขอ​ให้​ผ่าน​ปัญหา​ทุก​เรื่อง​ไป​ได้​ค่ะ",0.0,83
20/07/20 12:44,Kunanya Jiwaramonaikul,0.0,22
20/07/20 11:43,Pagai Thananukul จริง​ค่ะ,0.0,25
20/07/20 11:42,"ยัง​ไงก้อ
  เอาใจช่วย​นะ​คะ​ให้​ผ่าน​ไป​ได้​ค่ะ",0.0,47
20/07/20 11:42,"Napang Prakongsil ยัง​ไม่​ได้​คำ​ตอบ​จาก​แบ​ง​ค์เลย​ค่ะ
  บอก​กำลัง​พิจารณา แต่​โทร​มา​ตาม​ค่าง​ว​ด​ทุก​วัน เรา​บอก​ตกงาน​อยู่",0.0,126
20/07/20 11:17,ผ่อนผัน​ให้​เอา​เงิน​มา​ลุง​ทุน​ใหม่​น่ะค่ะ..,0.0,45
20/07/20 11:15,"น่า​จะ​ให้​โอกาส คน​ที่​เคย​ล้มละลาย
  หรือ​ติด เครดิต​บูโร​ลุกขึ้น​มา​เริ่ม​ทำธุรกิจ​ใหม่.. เพราะ​คน​เหล่า​นี้
  คือ​คน​ที่​เก่ง สมอง​ดี​ทั้งนั้น​ค่ะ..",0.0,152
20/07/20 10:42,ไม่มีธนาคารใด ๆ มาพบลูกค้าในลักษณะแบบนี้หรอกค่ะ คนที่จะเป็นเหยื่อก็มักจะเป็นคนที่ชอบความสะดวก สบาย ง่าย ๆ รวดเร็วแบบข้ามขั้น และมีของแถมหรือสิทธิประโยชน์พิเศษมาก ๆ (ซึ่งปกติแบ็งค์จะไม่บอกง่ายๆ แบบเปิดเผยเกิ๊น),0.0,209
20/07/20 10:31,ดอกพักนี้กับดอกส่งไม่ตรงกำหนดอันไหนแพงกว่ากัน...,0.0,48
20/07/20 09:03,ขอบคุณ​ครับ,0.0,11
20/07/20 08:49,ขอ​อนุญาต​แชร์​ต่อ​นะ​ครับ,0.0,26
20/07/20 04:30,อย่างไร​ค่ะ,0.0,11
20/07/20 02:48,"ขอ​ฝาก​นะ​คะ
  https://cities.trueid.net/post/185733",0.0,52
20/07/20 01:34,"ขอ ""ลด​ดอกเบี้ย""
  อย่า​เขียน​เพราะ​ไม่​มี​จริง",0.0,47
19/07/20 23:49,"ธนาคาร​แต่ละ​แห่ง​ออก​นโยบาย​ฟัง​ดู​ดี
  พอ​เข้าไป​ดู​ราย​ละเอียด​จริงๆ​ไม่​ได้​ช่วย​อะไร​เลย​นอกจาก​คน​ที่​อาการ​หนัก​จริงๆ​และ​มี​หลักฐาน
  นอก​นั้น​คน​ที่​ได้​รับ​ผลก​ระ​ทบ​แต่​ไม่​มี​ใบ​ยืนยัน​ก็​ไม่​ได้​ช่วย​อะไร",0.0,217
19/07/20 21:44,"ถ้า​มี​หลักฐาน ราย​ละเอียด แจ้ง
  1213 ได้​เลย​ครับ",0.0,51
19/07/20 21:06,"Boyd Bluemagic รอ ธ.ไทยพาณิชย์​
  ว่า​จะ​มี​มาตรการ​อะไรมาช่วยรึเปล่า 😢 เพราะ​ธนาคาร​อื่นออกมาตรการ​มาแล้ว",0.0,106
19/07/20 20:45,"อยาก​ให้​คน​ที่​ไม่​ได้​เป็น​หนี้​เสีย
  สามารถ​กู้​ได้​ด้วย​ครับ",0.0,65
19/07/20 20:32,NPL หนี้​บ้าน​ครับ.,0.0,19
19/07/20 19:55,"ป้องกัน​ไม่​ได้​ก็​ไม่​ต้อง
  แหกปาก​ร้อง​แจ้ง​หรอก​ค่ะ #ประสาท #เชิญรับยาช่องเม็ก 🙄",0.0,84
19/07/20 19:50,"ต้อง​ให้​อาการ​มัน​หนัก​ก่อน
  ค่อย​รักษา",0.0,41
19/07/20 19:40,ทำไม​ต้อง​รอ​ให้​เป็น​หนี้​เสีย​ครับ,0.0,36
19/07/20 19:38,ชีวิต ที​ดี​กว่า,0.0,16
19/07/20 19:31,"มัน​แก้​ได้​จริง​ไหม
  หรือ​แค่​แก้​ผ้า เอา​น้อย​รอด 🙄",0.0,54
19/07/20 17:57,ประชาขนอยู่ไม่ได้ สถานบันการเงินก้พังทั้งระบบนะคับ เพราะคนไม่มีกำลังจะส่ง แล้วพวกท่านจะกลายเป็นหนี้เสียแบบเป็นประวัติการและตัวเลขนี้จะยิ่งพุ่วฝงทะยานอีก ควรทีมาตรการออกมาให้เด่นชัดเลย เพดานหนี้เท่าไร ลดเหลือเท่าไรถ้าเปลี่ยนเป็นระยะยาว,0.0,234
19/07/20 17:33,"มา​ถูก​ทาง​แล้ว​ครับ
  แก้​ปัญหา​การ​ทุจริต​ทางการ​เงิน​ให้​หมด​สิ้น​ครับ ป​ทท.
  จะ​เจริญ​มาก​ขึ้น​กว่า​นี้​ครับ",0.0,113
19/07/20 15:58,น่า​จะ​ช่วย​ลด​ดอกเบี้ย​ให้​ด้วย​นะ,0.0,35
19/07/20 15:54,ขนาด​ไป​แบ​ง​ค์เอง​ยัง​ไม่​เห็น​ช่วย​ไร,0.0,39
19/07/20 14:04,สอบ​ถาม​NPL ของ​SME จะ​ไป​รับ​หลัก​เก​ณ​ฐ์ด้วย​ไหม,0.0,50
19/07/20 13:39,พัก​หนี้​ไม่​พัก​ดอกเบี้ย​ตาย​กับ​ตาย​อย่าง​เดียว​ดอก​ท่วม,0.0,58
19/07/20 11:28,ยังต้องไปฟังอีกเหรอครับ ขณะมีอำนาจหน้าที่...ทำสุดๆ...ก้าวข้าม...ไปแล้วก็หมดสิ้น...วาสนาต่อประชาชน.,0.0,98
19/07/20 11:25,"ธปท.คาดการณ์แม่นอยู่แล้ว  ทำไมต้องให้ประชาชนหลายล้านคนเรียงแถวไปหาธนาคารเสี่ยงทั้งโรค...เสี่ยงการปะทะกับพนง. รบกวนพิจารณาจัดการปัญหา
หาทางออกไว้ล่วงหน้าได้มั้ย...ประชาชนทุกคนคงจะยินดีครับ",0.0,187
